bitcoin/24h_vol,bitcoin/date,bitcoin/market_cap,bitcoin/price_usd,bitcoin_cash/24h_vol,bitcoin_cash/date,bitcoin_cash/market_cap,bitcoin_cash/price_usd,ethereum/24h_vol,ethereum/date,ethereum/market_cap,ethereum/price_usd,litecoin/24h_vol,litecoin/date,litecoin/market_cap,litecoin/price_usd,ripple/24h_vol,ripple/date,ripple/market_cap,ripple/price_usd
,12/5/2013,,,,12/5/2013,,,,12/5/2013,,,0,12/5/2013,73773387,4.29983,,12/5/2013,,
,13/5/2013,,,,13/5/2013,,,,13/5/2013,,,0,13/5/2013,74936908,4.3594,,13/5/2013,,
0,14/5/2013,1500517590,135.3,,14/5/2013,,,,14/5/2013,,,0,14/5/2013,72037635,4.18295,,14/5/2013,,
0,15/5/2013,1575032004,141.96,,15/5/2013,,,,15/5/2013,,,0,15/5/2013,62957992,3.64914,,15/5/2013,,
0,16/5/2013,1501657492,135.3,,16/5/2013,,,,16/5/2013,,,0,16/5/2013,58565339,3.38879,,16/5/2013,,
0,17/5/2013,1298951550,117.0,,17/5/2013,,,,17/5/2013,,,0,17/5/2013,48265781,2.78957,,17/5/2013,,
0,18/5/2013,1148667722,103.43,,18/5/2013,,,,18/5/2013,,,0,18/5/2013,60927537,3.51708,,18/5/2013,,
0,19/5/2013,1011066494,91.01,,19/5/2013,,,,19/5/2013,,,0,19/5/2013,62963530,3.63013,,19/5/2013,,
0,20/5/2013,1236351843,111.25,,20/5/2013,,,,20/5/2013,,,0,20/5/2013,60937066,3.50733,,20/5/2013,,
0,21/5/2013,1298377788,116.79,,21/5/2013,,,,21/5/2013,,,0,21/5/2013,55968733,3.21463,,21/5/2013,,
0,22/5/2013,1315992303,118.33,,22/5/2013,,,,22/5/2013,,,0,22/5/2013,60398778,3.4615,,22/5/2013,,
0,23/5/2013,1183766500,106.4,,23/5/2013,,,,23/5/2013,,,0,23/5/2013,59867678,3.4239,,23/5/2013,,
0,24/5/2013,1253655040,112.64,,24/5/2013,,,,24/5/2013,,,0,24/5/2013,61338134,3.50018,,24/5/2013,,
0,25/5/2013,1258130700,113.0,,25/5/2013,,,,25/5/2013,,,0,25/5/2013,59463980,3.38675,,25/5/2013,,
0,26/5/2013,1322989457,118.78,,26/5/2013,,,,26/5/2013,,,0,26/5/2013,56943561,3.24093,,26/5/2013,,
0,27/5/2013,1259239352,113.01,,27/5/2013,,,,27/5/2013,,,0,27/5/2013,56414518,3.20229,,27/5/2013,,
0,28/5/2013,1278708678,114.713,,28/5/2013,,,,28/5/2013,,,0,28/5/2013,54127354,3.0673,,28/5/2013,,
0,29/5/2013,1306721052,117.18,,29/5/2013,,,,29/5/2013,,,0,29/5/2013,51798089,2.93058,,29/5/2013,,
0,30/5/2013,1277278987,114.5,,30/5/2013,,,,30/5/2013,,,0,30/5/2013,50797474,2.86922,,30/5/2013,,
0,31/5/2013,1273849680,114.156,,31/5/2013,,,,31/5/2013,,,0,31/5/2013,55996853,3.15827,,31/5/2013,,
0,1/6/2013,1289277412,115.5,,1/6/2013,,,,1/6/2013,,,0,1/6/2013,59038384,3.32471,,1/6/2013,,
0,2/6/2013,1374605382,123.1,,2/6/2013,,,,2/6/2013,,,0,2/6/2013,58186372,3.27158,,2/6/2013,,
0,3/6/2013,1383755085,123.88,,3/6/2013,,,,3/6/2013,,,0,3/6/2013,56791063,3.18818,,3/6/2013,,
0,4/6/2013,1346499261,120.501,,4/6/2013,,,,4/6/2013,,,0,4/6/2013,55006108,3.08331,,4/6/2013,,
0,5/6/2013,1370131821,122.58,,5/6/2013,,,,5/6/2013,,,0,5/6/2013,55248109,3.0921,,5/6/2013,,
0,6/6/2013,1374154117,122.9,,6/6/2013,,,,6/6/2013,,,0,6/6/2013,56423615,3.1525,,6/6/2013,,
0,7/6/2013,1375791900,123.0,,7/6/2013,,,,7/6/2013,,,0,7/6/2013,56403681,3.14642,,7/6/2013,,
0,8/6/2013,1407041527,125.748,,8/6/2013,,,,8/6/2013,,,0,8/6/2013,55979273,3.1162,,8/6/2013,,
0,9/6/2013,1474180657,131.7,,9/6/2013,,,,9/6/2013,,,0,9/6/2013,58588656,3.2562,,9/6/2013,,
0,10/6/2013,1464316690,130.77,,10/6/2013,,,,10/6/2013,,,0,10/6/2013,56217627,3.11957,,10/6/2013,,
0,11/6/2013,1507769010,134.6,,11/6/2013,,,,11/6/2013,,,0,11/6/2013,55813422,3.09213,,11/6/2013,,
0,12/6/2013,1445444605,128.985,,12/6/2013,,,,12/6/2013,,,0,12/6/2013,55603659,3.07544,,12/6/2013,,
0,13/6/2013,1448115966,129.179,,13/6/2013,,,,13/6/2013,,,0,13/6/2013,53366120,2.94667,,13/6/2013,,
0,14/6/2013,1481781794,132.13,,14/6/2013,,,,14/6/2013,,,0,14/6/2013,53448601,2.94623,,14/6/2013,,
0,15/6/2013,1429308633,127.401,,15/6/2013,,,,15/6/2013,,,0,15/6/2013,51665695,2.8435,,15/6/2013,,
0,16/6/2013,1436386729,127.98,,16/6/2013,,,,16/6/2013,,,0,16/6/2013,48943935,2.6895,,16/6/2013,,
0,17/6/2013,1449499974,129.09,,17/6/2013,,,,17/6/2013,,,0,17/6/2013,49707917,2.7273,,17/6/2013,,
0,18/6/2013,1362684200,121.3,,18/6/2013,,,,18/6/2013,,,0,18/6/2013,54475787,2.98423,,18/6/2013,,
0,19/6/2013,1361765704,121.16,,19/6/2013,,,,19/6/2013,,,0,19/6/2013,51772915,2.83148,,19/6/2013,,
0,20/6/2013,1364113639,121.309,,20/6/2013,,,,20/6/2013,,,0,20/6/2013,50528574,2.7589,,20/6/2013,,
0,21/6/2013,1369233814,121.714,,21/6/2013,,,,21/6/2013,,,0,21/6/2013,47379921,2.5823,,21/6/2013,,
0,22/6/2013,1339234925,119.0,,22/6/2013,,,,22/6/2013,,,0,22/6/2013,46505303,2.53026,,22/6/2013,,
0,23/6/2013,1239395972,110.09,,23/6/2013,,,,23/6/2013,,,0,23/6/2013,42694276,2.31937,,23/6/2013,,
0,24/6/2013,1220874392,108.401,,24/6/2013,,,,24/6/2013,,,0,24/6/2013,45767996,2.48252,,24/6/2013,,
0,25/6/2013,1123844957,99.7497,,25/6/2013,,,,25/6/2013,,,0,25/6/2013,44135421,2.39022,,25/6/2013,,
0,26/6/2013,1194605340,105.99,,26/6/2013,,,,26/6/2013,,,0,26/6/2013,43539744,2.3539,,26/6/2013,,
0,27/6/2013,1227904672,108.9,,27/6/2013,,,,27/6/2013,,,0,27/6/2013,41584043,2.24431,,27/6/2013,,
0,28/6/2013,1222819750,108.4,,28/6/2013,,,,28/6/2013,,,0,28/6/2013,39364654,2.12094,,28/6/2013,,
0,29/6/2013,1159766149,102.769,,29/6/2013,,,,29/6/2013,,,0,29/6/2013,38458764,2.0696,,29/6/2013,,
0,30/6/2013,1110902570,98.399,,30/6/2013,,,,30/6/2013,,,0,30/6/2013,39316388,2.113,,30/6/2013,,
0,1/7/2013,1129287060,99.99,,1/7/2013,,,,1/7/2013,,,0,1/7/2013,42517610,2.28174,,1/7/2013,,
0,2/7/2013,1134610433,100.42,,2/7/2013,,,,2/7/2013,,,0,2/7/2013,42300058,2.26624,,2/7/2013,,
0,3/7/2013,1152834600,102.0,,3/7/2013,,,,3/7/2013,,,0,3/7/2013,42800884,2.28867,,3/7/2013,,
0,4/7/2013,1204638317,106.55,,4/7/2013,,,,4/7/2013,,,0,4/7/2013,43102239,2.30062,,4/7/2013,,
0,5/7/2013,1220273470,107.9,,5/7/2013,,,,5/7/2013,,,0,5/7/2013,52833336,2.81578,,5/7/2013,,
0,6/7/2013,1254733148,110.91,,6/7/2013,,,,6/7/2013,,,0,6/7/2013,57803452,3.07596,,6/7/2013,,
0,7/7/2013,1233750008,109.015,,7/7/2013,,,,7/7/2013,,,0,7/7/2013,57760047,3.06858,,7/7/2013,,
0,8/7/2013,1214260368,107.25,,8/7/2013,,,,8/7/2013,,,0,8/7/2013,54201580,2.87482,,8/7/2013,,
0,9/7/2013,1223181000,108.0,,9/7/2013,,,,9/7/2013,,,0,9/7/2013,53330232,2.82429,,9/7/2013,,
0,10/7/2013,1160635651,102.443,,10/7/2013,,,,10/7/2013,,,0,10/7/2013,54425952,2.87716,,10/7/2013,,
0,11/7/2013,1175194909,103.691,,11/7/2013,,,,11/7/2013,,,0,11/7/2013,56087992,2.96028,,11/7/2013,,
0,12/7/2013,1172207387,103.39,,12/7/2013,,,,12/7/2013,,,0,12/7/2013,53796481,2.83478,,12/7/2013,,
0,13/7/2013,1130338737,99.66,,13/7/2013,,,,13/7/2013,,,0,13/7/2013,53144002,2.796,,13/7/2013,,
0,14/7/2013,1058953326,93.3311,,14/7/2013,,,,14/7/2013,,,0,14/7/2013,58227332,3.05876,,14/7/2013,,
0,15/7/2013,1082693996,95.3886,,15/7/2013,,,,15/7/2013,,,0,15/7/2013,56781049,2.97799,,15/7/2013,,
0,16/7/2013,1107084792,97.504,,16/7/2013,,,,16/7/2013,,,0,16/7/2013,54146810,2.835,,16/7/2013,,
0,17/7/2013,1016445145,89.489,,17/7/2013,,,,17/7/2013,,,0,17/7/2013,49497209,2.58748,,17/7/2013,,
0,18/7/2013,1031653673,90.797,,18/7/2013,,,,18/7/2013,,,0,18/7/2013,51161339,2.67032,,18/7/2013,,
0,19/7/2013,895707780,78.8,,19/7/2013,,,,19/7/2013,,,0,19/7/2013,46764997,2.43753,,19/7/2013,,
0,20/7/2013,892405890,78.48,,20/7/2013,,,,20/7/2013,,,0,20/7/2013,46297604,2.40999,,20/7/2013,,
0,21/7/2013,771368060,67.809,,21/7/2013,,,,21/7/2013,,,0,21/7/2013,51619462,2.68284,,21/7/2013,,
0,22/7/2013,774804400,68.0831,,22/7/2013,,,,22/7/2013,,,0,22/7/2013,50609531,2.62584,,22/7/2013,,
0,23/7/2013,882356394,77.502,,23/7/2013,,,,23/7/2013,,,0,23/7/2013,50014108,2.5908,,23/7/2013,,
0,24/7/2013,870081996,76.3915,,24/7/2013,,,,24/7/2013,,,0,24/7/2013,53831628,2.78437,,24/7/2013,,
0,25/7/2013,877378425,77.0,,25/7/2013,,,,25/7/2013,,,0,25/7/2013,54621449,2.82094,,25/7/2013,,
0,26/7/2013,977479256,85.75,,26/7/2013,,,,26/7/2013,,,0,26/7/2013,52393952,2.702,,26/7/2013,,
0,27/7/2013,1069724400,93.804,,27/7/2013,,,,27/7/2013,,,0,27/7/2013,54261137,2.79461,,27/7/2013,,
0,28/7/2013,1004551934,88.0622,,28/7/2013,,,,28/7/2013,,,0,28/7/2013,55660707,2.86238,,28/7/2013,,
0,29/7/2013,1090715949,95.58,,29/7/2013,,,,29/7/2013,,,0,29/7/2013,57554352,2.95499,,29/7/2013,,
0,30/7/2013,1073073450,94.0,,30/7/2013,,,,30/7/2013,,,0,30/7/2013,61185775,3.1363,,30/7/2013,,
0,31/7/2013,1111179852,97.301,,31/7/2013,,,,31/7/2013,,,0,31/7/2013,60531872,3.09778,,31/7/2013,,
0,1/8/2013,1130735526,98.9796,,1/8/2013,,,,1/8/2013,,,0,1/8/2013,55412740,2.83108,,1/8/2013,,
0,2/8/2013,1117707300,97.8,,2/8/2013,,,,2/8/2013,,,0,2/8/2013,57765118,2.94747,,2/8/2013,,
0,3/8/2013,1015062893,88.7869,,3/8/2013,,,,3/8/2013,,,0,3/8/2013,56294720,2.8741,,3/8/2013,,
0,4/8/2013,1047311253,91.572,,4/8/2013,,,,4/8/2013,,,0,4/8/2013,56841783,2.90203,,4/8/2013,,
0,5/8/2013,1021492656,89.28,,5/8/2013,,,,5/8/2013,,,0,5/8/2013,57203943,2.90663,,5/8/2013,,
0,6/8/2013,1034399450,90.3672,,6/8/2013,,,,6/8/2013,,,0,6/8/2013,57061914,2.89478,,6/8/2013,,
0,7/8/2013,1050054379,91.7024,,7/8/2013,,,,7/8/2013,,,0,7/8/2013,58203973,2.94829,,7/8/2013,,
0,8/8/2013,1083333285,94.5806,,8/8/2013,,,,8/8/2013,,,0,8/8/2013,57334259,2.90025,,8/8/2013,,
0,9/8/2013,1083076902,94.525,,9/8/2013,,,,9/8/2013,,,0,9/8/2013,57041112,2.8811,,9/8/2013,,
0,10/8/2013,1111232482,96.9499,,10/8/2013,,,,10/8/2013,,,0,10/8/2013,57202275,2.8854,,10/8/2013,,
0,11/8/2013,1079278107,94.13,,11/8/2013,,,,11/8/2013,,,0,11/8/2013,58528167,2.94805,,11/8/2013,,
0,12/8/2013,1078286702,94.005,,12/8/2013,,,,12/8/2013,,,0,12/8/2013,58930647,2.96412,,12/8/2013,,
0,13/8/2013,1131111628,98.5759,,13/8/2013,,,,13/8/2013,,,0,13/8/2013,58962369,2.9615,,13/8/2013,,
0,14/8/2013,1165105812,101.5,,14/8/2013,,,,14/8/2013,,,0,14/8/2013,58566621,2.93786,,14/8/2013,,
0,15/8/2013,1267183179,110.34,,15/8/2013,,,,15/8/2013,,,0,15/8/2013,58416924,2.92638,,15/8/2013,,
0,16/8/2013,1220481781,106.23,,16/8/2013,,,,16/8/2013,,,0,16/8/2013,57702309,2.88654,,16/8/2013,,
0,17/8/2013,1167849454,101.61,,17/8/2013,,,,17/8/2013,,,0,17/8/2013,59903805,2.9925,,17/8/2013,,
0,18/8/2013,1192378895,103.7,,18/8/2013,,,,18/8/2013,,,0,18/8/2013,58513878,2.91851,,18/8/2013,,
0,19/8/2013,1206152150,104.86,,19/8/2013,,,,19/8/2013,,,0,19/8/2013,57512709,2.86431,,19/8/2013,,
0,20/8/2013,1226188584,106.56,,20/8/2013,,,,20/8/2013,,,0,20/8/2013,55651448,2.76763,,20/8/2013,,
0,21/8/2013,1218425715,105.841,,21/8/2013,,,,21/8/2013,,,0,21/8/2013,55816293,2.77139,,21/8/2013,,
0,22/8/2013,1229098150,106.75,,22/8/2013,,,,22/8/2013,,,0,22/8/2013,54740214,2.71414,0,22/8/2013,45921033,0.00587384
0,23/8/2013,1212383133,105.232,,23/8/2013,,,,23/8/2013,,,0,23/8/2013,53463028,2.6471,0,23/8/2013,44191247,0.00565258
0,24/8/2013,1198290079,103.958,,24/8/2013,,,,24/8/2013,,,0,24/8/2013,52738439,2.60786,0,24/8/2013,36500632,0.00466886
0,25/8/2013,1195703559,103.692,,25/8/2013,,,,25/8/2013,,,0,25/8/2013,53363393,2.63477,0,25/8/2013,35071444,0.00448605
0,26/8/2013,1193835825,103.48,,26/8/2013,,,,26/8/2013,,,0,26/8/2013,54075067,2.66569,0,26/8/2013,32800191,0.00419553
0,27/8/2013,1204979580,104.4,,27/8/2013,,,,27/8/2013,,,0,27/8/2013,56179550,2.76535,0,27/8/2013,33440085,0.00427738
0,28/8/2013,1234277535,106.89,,28/8/2013,,,,28/8/2013,,,0,28/8/2013,55802279,2.74753,0,28/8/2013,33760306,0.00431834
0,29/8/2013,1277045962,110.55,,29/8/2013,,,,29/8/2013,,,0,29/8/2013,55891912,2.74309,0,29/8/2013,34180439,0.00437208
0,30/8/2013,1290791623,111.701,,30/8/2013,,,,30/8/2013,,,0,30/8/2013,55314934,2.71122,0,30/8/2013,34374714,0.00439693
0,31/8/2013,1255999432,108.65,,31/8/2013,,,,31/8/2013,,,0,31/8/2013,57562997,2.81783,0,31/8/2013,33050910,0.0042276
0,1/9/2013,1260549575,109.0,,1/9/2013,,,,1/9/2013,,,0,1/9/2013,57530167,2.81232,0,1/9/2013,30066587,0.00384587
0,2/9/2013,1297725576,112.17,,2/9/2013,,,,2/9/2013,,,0,2/9/2013,57964393,2.82928,0,2/9/2013,26014497,0.00332756
0,3/9/2013,1364305023,117.879,,3/9/2013,,,,3/9/2013,,,0,3/9/2013,56490814,2.75302,0,3/9/2013,22682043,0.0029013
0,4/9/2013,1391744715,120.2,,4/9/2013,,,,4/9/2013,,,0,4/9/2013,53980255,2.62637,0,4/9/2013,42960946,0.00549521
0,5/9/2013,1390017000,120.0,,5/9/2013,,,,5/9/2013,,,0,5/9/2013,56844377,2.76157,0,5/9/2013,48452466,0.00619764
0,6/9/2013,1412622912,121.9,,6/9/2013,,,,6/9/2013,,,0,6/9/2013,56132820,2.723,0,6/9/2013,43465590,0.00555976
0,7/9/2013,1404948802,121.18,,7/9/2013,,,,7/9/2013,,,0,7/9/2013,54811520,2.65522,0,7/9/2013,47382744,0.00606081
0,8/9/2013,1380248275,119.0,,8/9/2013,,,,8/9/2013,,,0,8/9/2013,53307754,2.57915,0,8/9/2013,49550332,0.00633807
0,9/9/2013,1398134387,120.5,,9/9/2013,,,,9/9/2013,,,0,9/9/2013,52316999,2.52787,0,9/9/2013,46650130,0.0059671
0,10/9/2013,1413720420,121.8,,10/9/2013,,,,10/9/2013,,,0,10/9/2013,52689217,2.54263,0,10/9/2013,40146427,0.0051352
0,11/9/2013,1420013070,122.3,,11/9/2013,,,,11/9/2013,,,0,11/9/2013,52782065,2.5436,0,11/9/2013,43217138,0.00552798
0,12/9/2013,1467696672,126.36,,12/9/2013,,,,12/9/2013,,,0,12/9/2013,52708155,2.53617,0,12/9/2013,47687016,0.00609973
0,13/9/2013,1423401000,122.5,,13/9/2013,,,,13/9/2013,,,0,13/9/2013,55723932,2.67694,0,13/9/2013,50549693,0.0064659
0,14/9/2013,1414493496,121.68,,14/9/2013,,,,14/9/2013,,,0,14/9/2013,54168589,2.59768,0,14/9/2013,50190696,0.00641998
0,15/9/2013,1548720490,133.17,,15/9/2013,,,,15/9/2013,,,0,15/9/2013,54289992,2.60021,0,15/9/2013,49634296,0.00634881
0,16/9/2013,1595008048,137.08,,16/9/2013,,,,16/9/2013,,,0,16/9/2013,52372206,2.50546,0,16/9/2013,45500274,0.00582002
0,17/9/2013,1590732401,136.65,,17/9/2013,,,,17/9/2013,,,0,17/9/2013,56088096,2.68029,0,17/9/2013,47259300,0.00604502
0,18/9/2013,1575707182,135.3,,18/9/2013,,,,18/9/2013,,,0,18/9/2013,58580757,2.79602,0,18/9/2013,45838867,0.00586333
0,19/9/2013,1589775538,136.45,,19/9/2013,,,,19/9/2013,,,0,19/9/2013,57325938,2.73178,0,19/9/2013,45348764,0.00580064
0,20/9/2013,1483451582,127.28,,20/9/2013,,,,20/9/2013,,,0,20/9/2013,56830893,2.70368,0,20/9/2013,43992204,0.00562712
0,21/9/2013,1466648505,125.79,,21/9/2013,,,,21/9/2013,,,0,21/9/2013,56294920,2.67392,0,21/9/2013,44351826,0.00567312
0,22/9/2013,1413398077,121.18,,22/9/2013,,,,22/9/2013,,,0,22/9/2013,56037433,2.65835,0,22/9/2013,43600371,0.005577
0,23/9/2013,1440475723,123.46,,23/9/2013,,,,23/9/2013,,,0,23/9/2013,56603888,2.6822,0,23/9/2013,45645765,0.00583863
0,24/9/2013,1410546093,120.85,,24/9/2013,,,,24/9/2013,,,0,24/9/2013,56034455,2.65227,0,24/9/2013,46212328,0.0059111
0,25/9/2013,1485885525,127.25,,25/9/2013,,,,25/9/2013,,,0,25/9/2013,56872536,2.68863,0,25/9/2013,48377102,0.006188
0,26/9/2013,1441952016,123.44,,26/9/2013,,,,26/9/2013,,,0,26/9/2013,56464986,2.66591,0,26/9/2013,48020449,0.00614238
0,27/9/2013,1571991468,134.51,,27/9/2013,,,,27/9/2013,,,0,27/9/2013,55603075,2.62133,0,27/9/2013,48383434,0.00618881
0,28/9/2013,1593705850,136.31,,28/9/2013,,,,28/9/2013,,,0,28/9/2013,56628214,2.66533,0,28/9/2013,45765614,0.00585396
0,29/9/2013,1551266086,132.62,,29/9/2013,,,,29/9/2013,,,0,29/9/2013,56483740,2.6549,0,29/9/2013,47544184,0.00608146
0,30/9/2013,1505159472,128.62,,30/9/2013,,,,30/9/2013,,,0,30/9/2013,56078542,2.63197,0,30/9/2013,50239557,0.00642623
0,1/10/2013,1528329267,130.55,,1/10/2013,,,,1/10/2013,,,0,1/10/2013,55028305,2.57915,0,1/10/2013,51511294,0.0065889
0,2/10/2013,1482235956,126.57,,2/10/2013,,,,2/10/2013,,,0,2/10/2013,54778183,2.56348,0,2/10/2013,49575975,0.00634135
0,3/10/2013,1531472535,130.73,,3/10/2013,,,,3/10/2013,,,0,3/10/2013,55420666,2.59031,0,3/10/2013,50264340,0.0064294
0,4/10/2013,1535810988,131.05,,4/10/2013,,,,4/10/2013,,,0,4/10/2013,54158760,2.52798,0,4/10/2013,55062805,0.00704318
0,5/10/2013,1521198731,129.75,,5/10/2013,,,,5/10/2013,,,0,5/10/2013,54382855,2.53531,0,5/10/2013,75130077,0.00961002
0,6/10/2013,1495076509,127.47,,6/10/2013,,,,6/10/2013,,,0,6/10/2013,53364295,2.48431,0,6/10/2013,84795959,0.0108464
0,7/10/2013,1493833260,127.31,,7/10/2013,,,,7/10/2013,,,0,7/10/2013,52426203,2.43742,0,7/10/2013,86948224,0.0111217
0,8/10/2013,1507154161,128.39,,8/10/2013,,,,8/10/2013,,,0,8/10/2013,53103344,2.46528,0,8/10/2013,79067791,0.0101137
0,9/10/2013,1484371556,126.39,,9/10/2013,,,,9/10/2013,,,0,9/10/2013,51750349,2.39876,0,9/10/2013,76186743,0.00974518
0,10/10/2013,1513805580,128.84,,10/10/2013,,,,10/10/2013,,,0,10/10/2013,52733713,2.44145,0,10/10/2013,81312308,0.0104008
0,11/10/2013,1515403031,128.92,,11/10/2013,,,,11/10/2013,,,0,11/10/2013,50715791,2.34505,0,11/10/2013,78329783,0.0100193
0,12/10/2013,1530763838,130.18,,12/10/2013,,,,12/10/2013,,,0,12/10/2013,51819815,2.39315,0,12/10/2013,81564044,0.010433
0,13/10/2013,1584338266,134.69,,13/10/2013,,,,13/10/2013,,,0,13/10/2013,48437430,2.23438,0,13/10/2013,82790671,0.0105899
0,14/10/2013,1629791825,138.5,,14/10/2013,,,,14/10/2013,,,0,14/10/2013,51957975,2.3936,0,14/10/2013,91281681,0.011676
0,15/10/2013,1583038043,134.48,,15/10/2013,,,,15/10/2013,,,0,15/10/2013,52777201,2.42818,0,15/10/2013,112162483,0.0143469
0,16/10/2013,1577869589,133.99,,16/10/2013,,,,16/10/2013,,,0,16/10/2013,43890666,2.01653,0,16/10/2013,110548870,0.0141405
0,17/10/2013,1550425024,131.61,,17/10/2013,,,,17/10/2013,,,0,17/10/2013,49113207,2.2532,0,17/10/2013,86316539,0.0110409
0,18/10/2013,1432992865,121.59,,18/10/2013,,,,18/10/2013,,,0,18/10/2013,48327262,2.21442,0,18/10/2013,93320586,0.0119368
0,19/10/2013,1484790258,125.93,,19/10/2013,,,,19/10/2013,,,0,19/10/2013,46864500,2.14452,0,19/10/2013,72752735,0.00930593
0,20/10/2013,1522400010,129.07,,20/10/2013,,,,20/10/2013,,,0,20/10/2013,46932432,2.1449,0,20/10/2013,65677466,0.00840092
0,21/10/2013,1519707024,128.78,,21/10/2013,,,,21/10/2013,,,0,21/10/2013,44942540,2.05116,0,21/10/2013,74011102,0.00946689
0,22/10/2013,1528242935,129.46,,22/10/2013,,,,22/10/2013,,,0,22/10/2013,42997516,1.95993,0,22/10/2013,72546108,0.0092795
0,23/10/2013,1489210920,126.11,,23/10/2013,,,,23/10/2013,,,0,23/10/2013,43985012,2.00256,0,23/10/2013,81112951,0.0103753
0,24/10/2013,1504666389,127.37,,24/10/2013,,,,24/10/2013,,,0,24/10/2013,45755516,2.08044,0,24/10/2013,72946618,0.00933073
0,25/10/2013,1549185570,131.09,,25/10/2013,,,,25/10/2013,,,0,25/10/2013,46705349,2.12099,0,25/10/2013,75980350,0.00971878
0,26/10/2013,1539049795,130.18,,26/10/2013,,,,26/10/2013,,,0,26/10/2013,47141807,2.13799,0,26/10/2013,73814013,0.00944168
0,27/10/2013,1574653436,133.14,,27/10/2013,,,,27/10/2013,,,0,27/10/2013,45960588,2.0817,0,27/10/2013,78874690,0.010089
0,28/10/2013,1592076330,134.55,,28/10/2013,,,,28/10/2013,,,0,28/10/2013,44917100,2.03158,0,28/10/2013,70884650,0.00906698
0,29/10/2013,1657780162,140.03,,29/10/2013,,,,29/10/2013,,,0,29/10/2013,42068294,1.90007,0,29/10/2013,69705556,0.00891616
0,30/10/2013,1653892914,139.63,,30/10/2013,,,,30/10/2013,,,0,30/10/2013,42083809,1.89834,0,30/10/2013,69521601,0.00889263
0,31/10/2013,1798515348,151.76,,31/10/2013,,,,31/10/2013,,,0,31/10/2013,42416229,1.91093,0,31/10/2013,66755710,0.00853884
0,1/11/2013,1708762041,144.13,,1/11/2013,,,,1/11/2013,,,0,1/11/2013,43490551,1.95658,0,1/11/2013,62441407,0.00798699
0,2/11/2013,1737727200,146.52,,2/11/2013,,,,2/11/2013,,,0,2/11/2013,42900654,1.92744,0,2/11/2013,59296583,0.00758473
0,3/11/2013,1936429199,163.2,,3/11/2013,,,,3/11/2013,,,0,3/11/2013,41206614,1.849,0,3/11/2013,60702161,0.00776452
0,4/11/2013,2055254041,173.14,,4/11/2013,,,,4/11/2013,,,0,4/11/2013,38286159,1.71588,0,4/11/2013,60722253,0.00776709
0,5/11/2013,2116153256,178.19,,5/11/2013,,,,5/11/2013,,,0,5/11/2013,42228728,1.89033,0,5/11/2013,57015166,0.00729291
0,6/11/2013,2289446235,192.69,,6/11/2013,,,,6/11/2013,,,0,6/11/2013,48703545,2.17744,0,6/11/2013,58871211,0.00753032
0,7/11/2013,2318122872,195.01,,7/11/2013,,,,7/11/2013,,,0,7/11/2013,58395638,2.60692,0,7/11/2013,52705945,0.00674171
0,8/11/2013,2263880095,190.36,,8/11/2013,,,,8/11/2013,,,0,8/11/2013,49712688,2.21626,0,8/11/2013,53040786,0.00678454
0,9/11/2013,2208910112,185.65,,9/11/2013,,,,9/11/2013,,,0,9/11/2013,50528934,2.24922,0,9/11/2013,58085357,0.0074298
0,10/11/2013,2205330408,185.26,,10/11/2013,,,,10/11/2013,,,0,10/11/2013,48310710,2.14753,0,10/11/2013,68235792,0.00872816
0,11/11/2013,2170590240,182.28,,11/11/2013,,,,11/11/2013,,,0,11/11/2013,49306060,2.18909,0,11/11/2013,54255686,0.00693994
0,12/11/2013,2332560505,195.8,,12/11/2013,,,,12/11/2013,,,0,12/11/2013,49019879,2.1736,0,12/11/2013,49308290,0.00630711
0,13/11/2013,2383514169,200.01,,13/11/2013,,,,13/11/2013,,,0,13/11/2013,50644494,2.24327,0,13/11/2013,51948626,0.00664484
0,14/11/2013,2411927532,202.32,,14/11/2013,,,,14/11/2013,,,0,14/11/2013,52709694,2.33186,0,14/11/2013,49468479,0.0063276
0,15/11/2013,2400527163,201.27,,15/11/2013,,,,15/11/2013,,,0,15/11/2013,55517615,2.45307,0,15/11/2013,46396517,0.00593466
0,16/11/2013,2430860520,203.73,,16/11/2013,,,,16/11/2013,,,0,16/11/2013,67432899,2.97589,0,16/11/2013,47359916,0.00605789
0,17/11/2013,2472401796,207.12,,17/11/2013,,,,17/11/2013,,,0,17/11/2013,70086000,3.08881,0,17/11/2013,46886543,0.00599734
0,18/11/2013,2448338589,205.02,,18/11/2013,,,,18/11/2013,,,0,18/11/2013,69042504,3.03873,0,18/11/2013,48338638,0.00618308
0,19/11/2013,2586286560,216.48,,19/11/2013,,,,19/11/2013,,,0,19/11/2013,70252486,3.08807,0,19/11/2013,51059576,0.00653112
0,20/11/2013,2753961102,230.43,,20/11/2013,,,,20/11/2013,,,0,20/11/2013,100077508,4.39321,0,20/11/2013,55918082,0.00715258
0,21/11/2013,3070437192,256.82,,21/11/2013,,,,21/11/2013,,,0,21/11/2013,104375334,4.5758,0,21/11/2013,56213598,0.00719038
0,22/11/2013,3518670692,294.21,,22/11/2013,,,,22/11/2013,,,0,22/11/2013,97497063,4.26784,0,22/11/2013,54675975,0.0069937
0,23/11/2013,3825919011,319.81,,23/11/2013,,,,23/11/2013,,,0,23/11/2013,88960957,3.88841,0,23/11/2013,60664088,0.00775965
